M_fit_Q1,y_fit_Q1,M_fit_Q2,y_fit_Q2,M_fit_Q3,y_fit_Q3,M_fit_Q4,y_fit_Q4
5000.008040364583,65.58302473104733,5000.5244140625,64.90457578532826,5000.001725260417,65.7375107801038,5000.002408854167,65.39856141766873
5095.1664828751045,66.20246748975008,5095.6817693117,65.51757506862037,5095.160278306727,66.35840617636578,5095.160972497565,66.01627273808877
5190.324925385626,66.81616770629212,5190.8391245609,66.1248918585213,5190.318831353036,66.97354561687722,5190.319536140964,66.62825746188848
5285.483367896147,67.4242821852265,5285.9964798101,66.72668131053281,5285.477384399346,67.58308627028015,5285.478099784363,67.23467196018582
5380.641810406667,68.02696072195076,5381.1538350593,67.32309164502921,5380.635937445656,68.18717827980464,5380.636663427762,67.83566561414291
5475.800252917188,68.62434653362293,5476.3111903085,67.91426457359503,5475.794490491966,68.78596519517691,5475.79522707116,68.43138124470488
5570.958695427709,69.21657665660103,5571.4685455577,68.50033569224384,5570.953043538276,69.37958437097386,5570.953790714559,69.02195550895306
5666.11713793823,69.80378231353069,5666.6259008069,69.08143484460858,5666.111596584586,69.96816733455593,5666.112354357958,69.60751926618863
5761.275580448752,70.38608925286668,5761.7832560561,69.65768645785978,5761.270149630896,70.55184012637079,5761.270918001356,70.18819791652489
5856.434022959273,70.963618063317,5856.9406113053,70.22920985381359,5856.428702677205,71.13072361512145,5856.4294816447555,70.7641117144701
5951.592465469794,71.53648446543659,5952.0979665545,70.79611953743267,5951.587255723514,71.70493379003189,5951.588045288154,71.33537605972226
6046.750907980315,72.10479958236814,6047.255321803701,71.3585254646963,6046.745808769825,72.2745820322114,6046.746608931553,71.90210176716745
6141.909350490836,72.66867019152404,6142.4126770529,71.9165332916143,6141.904361816134,72.83977536691638,6141.905172574951,72.46439531787107
6237.067793001357,73.22819895882401,6237.570032302101,72.47024460598217,6237.062914862445,73.4006166983275,6237.06373621835,73.02235909267233
6332.226235511877,73.78348465694357,6332.727387551301,73.01975714331725,6332.221467908754,73.95720502830105,6332.222299861749,73.57609158983313
6427.384678022399,74.3346223688877,6427.884742800501,73.56516498827573,6427.380020955064,74.50963566041128,6427.380863505147,74.12568762805171
6522.54312053292,74.88170367807741,6523.042098049701,74.10655876272604,6522.5385740013735,75.05800039047496,6522.539427148547,74.67123853602654
6617.701563043441,75.42481684602599,6618.199453298901,74.64402580154366,6617.697127047683,75.60238768463661,6617.697990791945,75.21283232964298
6712.860005553962,75.96404697858044,6713.356808548101,75.17765031709244,6712.855680093993,76.14288284599269,6712.856554435344,75.7505538777568
6808.018448064482,76.49947618161531,6808.514163797301,75.70751355327035,6808.014233140303,76.67956817064385,6808.0151180787425,76.28448505745861
6903.176890575003,77.0311837069851,6903.671519046501,76.23369392991691,6903.172786186613,77.21252309398307,6903.173681722141,76.81470489962346
6998.335333085524,77.55924608947014,6998.828874295701,76.75626717830987,6998.331339232923,77.74182432795672,6998.33224536554,77.34128972547842
7093.493775596045,78.08373727538584,7093.986229544901,77.27530646841338,7093.489892279233,78.26754598996939,7093.490809008939,77.86431327485633
7188.652218106567,78.60472874346733,7189.143584794101,77.79088252848352,7188.648445325543,78.78975972404643,7188.649372652337,78.38384682674588
7283.810660617088,79.12228961858892,7284.300940043301,78.30306375758451,7283.806998371852,79.30853481481479,7283.807936295736,78.8999593126963
7378.969103127609,79.63648677883087,7379.458295292501,78.81191633152264,7378.965551418162,79.82393829481546,7378.966499939135,79.41271742358714
7474.12754563813,80.14738495636267,7474.615650541701,79.31750430266229,7474.124104464472,80.33603504561844,7474.125063582534,79.9221857102318
7569.285988148651,80.65504683257403,7569.773005790901,79.81988969405023,7569.282657510781,80.84488789317186,7569.283627225932,80.42842667824421
7664.444430659172,81.15953312784913,7664.930361040102,80.31913258824022,7664.441210557092,81.35055769778202,7664.442190869331,80.93150087756345
7759.602873169693,81.66090268634842,7760.087716289301,80.81529121117758,7759.599763603401,81.85310343908927,7759.6007545127295,81.43146698699957
7854.761315680214,82.15921255613277,7855.245071538502,81.30842201147568,7854.758316649712,82.35258229637573,7854.759318156128,81.9283818941345
