M_fit_Q1,y_fit_Q1,M_fit_Q2,y_fit_Q2,M_fit_Q3,y_fit_Q3,M_fit_Q4,y_fit_Q4
5000.0359375,69.52067076223777,5001.528190104166,69.52009959925573,5000.001236979167,69.60103223845306,5000.02421875,69.54949569196484
5091.85459576725,70.15414719480394,5093.345241417988,70.15337283031437,5091.820546179396,70.23524527717832,5091.843780432665,70.18324084382583
5183.673254034502,70.78195443819699,5185.162292731809,70.78098043065248,5183.639855379626,70.86378249546831,5183.663342115331,70.81131434725876
5275.491912301753,71.40424202818471,5276.979344045632,71.40307179711216,5275.459164579856,71.48679360490857,5275.482903797996,71.43386580417958
5367.310570569004,72.02115304007701,5368.796395359453,72.01978987399367,5367.278473780085,72.10442184898157,5367.302465480662,72.05103835312138
5459.129228836255,72.63282447286142,5460.613446673275,72.63127153660872,5459.097782980314,72.71680438765904,5459.122027163327,72.66296905354689
5550.947887103506,73.239387604462,5552.430497987096,73.2376479460088,5550.917092180544,73.32407265308272,5550.9415888459935,73.26978924127037
5642.766545370757,73.84096832073101,5644.247549300918,73.8390448774932,5642.736401380774,73.92635267894686,5642.761150528659,73.87162485760045
5734.585203638007,74.4376874205089,5736.064600614739,74.4355830252268,5734.555710581003,74.52376540592016,5734.580712211324,74.4685967545397
5826.403861905259,75.0296608988464,5827.881651928561,75.02737828505818,5826.375019781232,75.1164269652041,5826.40027389399,75.06082097813638
5918.22252017251,75.61700021026986,5919.698703242382,75.61454201741402,5918.194328981463,75.70444894211032,5918.219835576655,75.6484090318698
6010.04117843976,76.19981251378171,6011.515754556204,76.19718129195982,6010.013638181692,76.28793862135151,6010.039397259321,76.23146812176275
6101.859836707012,76.77820090112154,6103.332805870026,76.77539911554851,6101.832947381921,76.86699921557312,6101.858958941986,76.81010138474616
6193.678494974262,77.35226460966489,6195.149857183847,77.34929464483177,6193.652256582151,77.44173007850405,6193.678520624652,77.38440810165494
6285.497153241514,77.92209922120458,6286.9669084976695,77.91896338477653,6285.47156578238,78.01222690397356,6285.498082307317,77.95448389609936
6377.315811508764,78.48779684774236,6378.783959811491,78.48449737421242,6377.29087498261,78.5785819119226,6377.317643989984,78.52042092034098
6469.134469776016,79.04944630531344,6470.601011125313,79.04598535943063,6469.11018418284,79.1408840224341,6469.137205672649,79.08230802919577
6560.953128043267,79.60713327677273,6562.418062439134,79.60351295676153,6560.929493383069,79.69921901871156,6560.956767355314,79.640230942894
6652.771786310517,80.16094046438766,6654.235113752956,80.15716280497442,6652.748802583299,80.2536696998524,6652.77632903798,80.19427239974185
6744.590444577769,80.71094773300707,6746.052165066778,80.70701470826741,6744.568111783528,80.80431602418571,6744.595890720645,80.74451229935477
6836.409102845019,81.25723224450768,6837.869216380599,81.25314577054789,6836.387420983758,81.35123524387782,6836.415452403311,81.29102783716456
6928.22776111227,81.7998685841593,6929.68626769442,81.79563052164349,6928.206730183987,81.89450203144649,6928.235014085976,81.83389363084123
