M_fit_Q1,y_fit_Q1,M_fit_Q2,y_fit_Q2,M_fit_Q3,y_fit_Q3,M_fit_Q4,y_fit_Q4
30407.34569116932,158.07979328762858,30407.29689804188,156.49616374130846,30407.210037127858,157.7920866257449,30407.125853201513,156.96380125512428
30502.504260247115,158.3202539992325,30502.454275137385,156.73454358754714,30502.36804059283,158.03381894385953,30502.283446640668,157.20325507909672
30597.66282932492,158.56020634956755,30597.61165223289,156.97242628290223,30597.52604405781,158.2750756784421,30597.44104007982,157.44221697217733
30692.821398402724,158.79965043714176,30692.7690293284,157.2098120073442,30692.684047522784,158.51585735895287,30692.59863351897,157.68068720552452
30787.979967480525,159.03858632899806,30787.926406423903,157.44670091049957,30787.84205098776,158.7561644877146,30787.75622695812,157.91866602075325
30883.13853655833,159.27701406075852,30883.08378351941,157.6830931116979,30883.00005445274,158.99599753997586,30882.913820397276,158.1561536299861
30978.29710563613,159.51493363666617,30978.241160614914,157.91898870001705,30978.158057917717,159.23535696397272,30978.071413836427,158.39315021590218
31073.455674713936,159.752345029626,31073.39853771042,158.15438773432638,31073.31606138269,159.47424318098808,31073.22900727558,158.62965593178464
31168.61424379174,159.98924818124354,31168.55591480593,158.3892902433284,31168.474064847665,159.71265658540918,31168.38660071473,158.86567090156586
31263.77281286954,160.22564300186212,31263.71329190144,158.62369622559874,31263.632068312643,159.95059754478314,31263.54419415388,159.10119521987124
31358.931381947343,160.46152937059867,31358.87066899694,158.85760564962445,31358.79007177762,160.18806639987085,31358.701787593036,159.33622895206128
31454.089951025147,160.69690713537753,31454.028046092448,159.0910184538407,31453.948075242595,160.42506346469878,31453.859381032187,159.57077213427175
31549.248520102952,160.93177611296335,31549.185423187955,159.32393454666592,31549.106078707573,160.66158902660914,31549.01697447134,159.80482477345254
31644.40708918076,161.1661360889921,31644.34280028346,159.55635380653564,31644.264082172547,160.89764334630817,31644.17456791049,160.03838684740472
31739.56565825856,161.3999868180009,31739.500177378966,159.78827608193453,31739.422085637525,161.133226657913,31739.332161349645,160.27145830481635
31834.724227336363,161.6333280234566,31834.65755447448,160.01970119142746,31834.580089102503,161.3683391689965,31834.489754788796,160.50403906529635
31929.882796414164,161.86615939778295,31929.81493156998,160.250628923689,31929.73809256748,161.60298106063092,31929.647348227947,160.7361290194077
32025.04136549197,162.09848060238642,32024.972308665485,160.48105903753142,32024.89609603245,161.83715248742945,32024.8049416671,160.9677280286984
32120.199934569773,162.33029126768113,32120.129685760992,160.7109912619321,32120.05409949743,162.07085357758675,32119.96253510625,161.19883592573163
32215.35850364757,162.56159099311245,32215.2870628565,160.94042529605878,32215.212102962407,162.30408443291773,32215.120128545404,161.42945251411464
32310.51707272538,162.7923793471796,32310.444439952007,161.16936080929466,32310.370106427385,162.5368451288947,32310.277721984556,161.6595775685261
32405.675641803184,163.0226558674572,32405.60181704751,161.39779744126153,32405.52810989236,162.76913571468353,32405.435315423707,161.88921083474233
32500.834210880985,163.25242006061552,32500.75919414302,161.6257348018424,32500.686113357337,163.0009562131781,32500.592908862858,162.11835202966265
32595.99277995879,163.48167140244055,32595.91657123853,161.85317247120292,32595.84411682231,163.23230662103353,32595.750502302013,162.34700084133317
32691.15134903659,163.7104093378524,32691.07394833403,162.08010999981167,32691.00212028729,163.4631869086981,32690.908095741164,162.57515692897
32786.30991811439,163.93863328092317,32786.23132542954,162.3065469084598,32786.16012375226,163.69359702044375,32786.065689180316,162.80281992298083
32881.4684871922,164.1663426148941,32881.388702525044,162.53248268827963,32881.31812721724,163.9235368743957,32881.22328261947,163.02998942498616
32976.62705627,164.3935366921917,32976.54607962055,162.7579168007624,32976.47613068222,164.15300636256046,32976.38087605862,163.25666500783913
33071.78562534781,164.6202148344437,33071.70345671605,162.98284867777522,33071.63413414719,164.3820053508531,33071.53846949777,163.48284621564466
33166.94419442561,164.84637633249358,33166.86083381156,163.20727772157747,33166.79213761217,164.61053367912297,33166.69606293693,163.7085325637776
33262.10276350341,165.0720204464152,33262.01821090707,163.43120330483603,33261.95014107715,164.83859116117878,33261.85365637607,163.9337235389002
33357.26133258121,165.2971464055265,33357.175588002574,163.6546247706404,33357.10814454212,165.06617758481207,33357.01124981523,164.15841859897887
33452.419901659014,165.52175340840265,33452.33296509808,163.87754143251684,33452.2661480071,165.29329271182047,33452.16884325438,164.38261717329974
33547.57847073682,165.74584062288898,33547.49034219359,164.09995257444194,33547.42415147207,165.51993627802912,33547.32643669353,164.60631866248417
33642.73703981462,165.9694071861132,33642.647719289096,164.3218574508559,33642.58215493705,165.74610799331182,33642.484030132684,164.82952243850315
33737.89560889243,166.19245220449753,33737.8050963846,164.54325528667513,33737.740158402026,165.97180754161084,33737.641623571835,165.05222784469132
33833.05417797023,166.4149747537702,33832.962473480104,164.7641452773044,33832.898161867,166.19703458095609,33832.79921701099,165.2744341957603
33928.21274704803,166.636973878977,33928.11985057561,164.98452658864852,33928.05616533198,166.4217887434834,33927.95681045014,165.49614077781155
34023.371316125835,166.85844859449222,34023.27722767112,165.20439835712412,34023.21416879696,166.64606963545208,34023.114403889296,165.7173468483488
34118.52988520364,167.07939788402976,34118.434604766626,165.4237596896704,34118.37217226193,166.86987683726144,34118.27199732844,165.9380516362897
34213.688454281444,167.29982070065367,34213.59198186213,165.64260966376008,34213.53017572691,167.093209903467,34213.4295907676,166.1582543419778
34308.84702335925,167.5197159667892,34308.74935895764,165.86094732741017,34308.688179191886,167.31606836279553,34308.58718420675,166.3779541371932
34404.00559243705,167.73908257423304,34403.90673605315,166.0787716991922,34403.84618265686,167.53845171815996,34403.7447776459,166.59715016516375
34499.164161514855,167.95791938416434,34499.06411314865,166.29608176824266,34499.004186121834,167.76035944667305,34498.90237108505,166.81584154057538
34594.322730592656,168.17622522715502,34594.22149024416,166.5128764942731,34594.162189586816,167.98179099966117,34594.059964524204,167.03402734958252
34689.48129967046,168.39399890318077,34689.37886733966,166.72915480758022,34689.32019305179,168.20274580267673,34689.217557963355,167.25170664981812
34784.639868748265,168.61123918163187,34784.53624443517,166.94491560905612,34784.478196516764,168.4232232555109,34784.375151402506,167.46887847040364
34879.798437826066,168.82794480132415,34879.69362153068,167.16015777019842,34879.636199981745,168.64322273220515,34879.532744841665,167.6855418119589
34974.957006903875,169.0441144705104,34974.850998626185,167.37488013312037,34974.79420344672,168.86274358106277,34974.69033828081,167.9016956466117
35070.11557598168,169.25974686689187,35070.00837572169,167.58908151056136,35069.952206911694,169.08178512465977,35069.84793171997,168.11733891800773
35165.27414505948,169.47484063763005,35165.16575281719,167.80276068589723,35165.110210376675,169.3003466598554,35165.00552515912,168.3324705413201
35260.43271413728,169.68939439935912,35260.3231299127,168.01591641315116,35260.26821384165,169.51842745780235,35260.16311859827,168.54708940325915
35355.59128321508,169.90340673819836,35355.48050700821,168.2285474170046,35355.42621730662,169.7360267639569,35355.32071203742,168.76119436208236
35450.74985229289,170.1168762097654,35450.637884103715,168.44065239280832,35450.5842207716,169.9531437980879,35450.47830547657,168.97478424760416
35545.908421370696,170.32980133918966,35545.79526119922,168.65223000659418,35545.74222423658,170.16977775428674,35545.63589891572,169.18785786120625
35641.0669904485,170.5421806211266,35640.95263829473,168.863278895087,35640.90022770155,170.38592780097602,35640.793492354875,169.40041397584767
35736.2255595263,170.75401251977243,35736.11001539024,169.07379766571705,35736.05823116653,170.60159308091872,35735.95108579403,169.61245133607565
35831.3841286041,170.96529546887956,35831.26739248574,169.28378489663262,35831.21623463151,170.81677271122683,35831.10867923318,169.8239686580363
35926.5426976819,171.17602787177248,35926.424769581245,169.49323913671367,35926.37423809648,171.0314657833699,35926.266272672336,170.0349646294859
36021.70126675971,171.38620810136464,36021.58214667675,169.70215890558543,36021.53224156146,171.24567136318382,36021.42386611149,170.24543790980235
36116.85983583751,171.59583450017612,36116.73952377226,169.9105426936332,36116.69024502644,171.45938849087906,36116.58145955064,170.45538712999718
36212.01840491532,171.80490538035193,36211.89690086777,170.11838896201718,36211.84824849141,171.6726161810493,36211.73905298979,170.6648108927281
36307.17697399312,172.01341902368117,36307.05427796328,170.32569614268837,36307.00625195639,171.8853534226798,36306.89664642894,170.87370777231172
36402.33554307092,172.2213736816176,36402.21165505878,170.53246263840518,36402.16425542137,172.09759917915596,36402.05423986809,171.08207631473704
36497.49411214872,172.42876757530036,36497.36903215428,170.73868682275065,36497.32225888634,172.30935238827183,36497.21183330724,171.28991503767952
36592.65268122652,172.63559889557646,36592.52640924979,170.94436704015058,36592.48026235132,172.52061196223892,36592.3694267464,171.49722243051568
36687.81125030433,172.84186580302395,36687.6837863453,171.1495016058925,36687.63826581629,172.73137678769493,36687.527020185546,171.70399695433832
36782.96981938214,173.0475664279762,36782.8411634408,171.35408880614543,36782.79626928127,172.9416457257128,36782.684613624704,171.91023704197264
36878.12838845994,173.25269887054736,36877.99854053631,171.55812689798086,36877.95427274625,173.1514176118099,36877.842207063855,172.11594109799276
36973.28695753774,173.45726120065936,36973.15591763182,171.76161410939446,36973.11227621122,173.36069125595753,36972.99980050301,172.32110749873937
